company_num,group_num,seg_num,round_date,raised_usd,postvalue_usd,exit_date,exit_type,exit_value,return_usd
d0baa990-483b-623e-6444-e6e45b39b8e6,Other,Information Technology,2019-05-30,82500000.0,430000000.0,,4,,
d0baa990-483b-623e-6444-e6e45b39b8e6,Other,Information Technology,2022-02-23,250000000.0,1000000000.0,,4,,
d0bbef9c-d3e0-42df-977b-b34e9030da31,Retail,Administrative Services,2011-06-10,1000000.0,7000000.0,,4,,
d0bbef9c-d3e0-42df-977b-b34e9030da31,Retail,Administrative Services,2013-02-28,5200000.0,25200000.0,,4,,
d0c018b3-8854-4b5f-800d-df517af5a9b8,Tech,Artificial Intelligence,2020-06-15,15000.0,315000.0,,4,,
d135b606-3280-4a91-ba76-30fb7dda04e3,Tech,Other,2022-01-09,10000.0,110000.0,,4,,
d151e6fc-8b11-c4f2-a681-134d09a728ea,Tech,Consumer Electronics,2022-02-22,46000000.0,500000000.0,,4,,
d15fffa3-c84e-0802-fb68-a8b5920e8921,Other,Commerce and Shopping,2019-06-25,50000000.0,300000000.0,,4,,
d15fffa3-c84e-0802-fb68-a8b5920e8921,Other,Commerce and Shopping,2021-03-30,100000000.0,1000000000.0,,4,,
d17416a9-dcc0-2a64-43bf-16a4784d9704,Retail,Administrative Services,2021-11-01,100000000.0,1000000000.0,,4,,
d17e4f27-d1aa-821e-dd0b-1a456dd678e6,Tech,Financial Services,2021-11-17,200000000.0,3200000000.0,,4,,
d17e4f27-d1aa-821e-dd0b-1a456dd678e6,Tech,Financial Services,2022-03-15,450000000.0,7000000000.0,,4,,
d1f818e2-eaca-4fad-b2c0-36bbcd3ddbc3,Tech,Artificial Intelligence,2021-04-01,1177856.0,4946996.0,,4,,
d285c8d0-cfa4-4789-9a17-3d3a9059ce74,Tech,Health Care,2021-02-10,121187.0,929103.0,,4,,
d293ed5b-7c45-4578-b062-d9d9913ffeb1,Tech,Artificial Intelligence,2020-02-13,4300000.0,17300000.0,,4,,
d2a0b45d-31a0-469c-9f21-a86bee612223,Other,Information Technology,2019-03-20,29055.0,755428.0,,4,,
d2b9c2b2-f1e4-4927-a55a-668e1b79aeff,Tech,Artificial Intelligence,2017-08-31,1000000.0,8000000.0,,4,,
d341b8e3-626a-5517-b25a-5e407994e706,Other,Commerce and Shopping,2017-01-11,1465318.0,5372831.0,,4,,
d3c185a2-00d6-4b70-8759-5d7f9c7ae3a3,Other,Information Technology,2020-03-01,30000.0,5630000.0,,4,,
d3d92739-fa7b-40d4-85a7-d605ce213dc2,Other,Information Technology,2018-01-09,1353044.0,6765221.0,,4,,
d482b594-35d2-406d-9529-fe37df1fb938,Retail,Administrative Services,2020-12-01,60354.0,1207080.0,,4,,
d4a021f0-6345-9f4b-a855-f09a2521d567,Other,Commerce and Shopping,2017-08-28,1809716.0,7264717.0,,4,,
d51ff904-a353-d67d-849d-8192481c0bf7,Retail,Administrative Services,2014-02-17,100280.0,1220068.0,,4,,
d568ef5f-3708-20d7-e135-e962e1b7b373,Tech,Financial Services,2018-06-01,6500000.0,19000000.0,,4,,
d5721929-7f7b-4b45-35a3-07961a8e69f5,Other,Commerce and Shopping,2015-04-20,360000000.0,782000000.0,,4,,
d5721929-7f7b-4b45-35a3-07961a8e69f5,Other,Commerce and Shopping,2016-04-11,40000000.0,1540000000.0,,4,,
d5721929-7f7b-4b45-35a3-07961a8e69f5,Other,Commerce and Shopping,2017-04-26,115000000.0,1400000000.0,,4,,
d5848897-bcf9-11d3-ab22-069b709d257e,Tech,Artificial Intelligence,2016-12-27,2600000.0,17600000.0,,4,,
